,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
822,60,RL,4.234,9.424967763522053,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,6.7417006,886,0,7.457609,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,4.0,Fin,2,433,TA,TA,Y,100,48,0,0,0,0,0,10,2007,WD,Family,12.323855681186558
823,50,RL,4.094,9.20029003612268,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,69,59,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,GasA,TA,Y,SBrkr,6.8501263,545,0,7.30586,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,69.0,Unf,1,240,TA,TA,Y,335,0,0,0,0,0,0,7,2009,WD,Normal,11.845819880243557
824,20,FV,4.395,9.325096609274372,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,0,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,GasA,Ex,Y,SBrkr,7.30586,0,0,7.30586,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,0.0,RFn,2,776,TA,TA,Y,0,140,0,0,0,0,0,6,2006,New,Partial,12.3570755190667
825,20,RL,4.734,9.602585141913492,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,1,0,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,GasA,Ex,Y,SBrkr,7.6420445,0,0,7.6420445,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,1.0,Fin,3,1220,TA,TA,Y,188,45,0,0,0,0,0,6,2008,New,Partial,12.86099861326992
826,45,RM,3.912,8.720950028930258,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,84,58,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,GasA,Gd,Y,SBrkr,6.664409,0,0,6.664409,1,0,1,0,2,1,Gd,5,Typ,0,Gd,Attchd,28.0,Unf,0,0,TA,TA,Y,0,0,116,0,0,0,0,5,2008,WD,Normal,11.603679828238693
827,20,RL,4.176,9.05122740031911,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,8,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,GasA,Ex,Y,SBrkr,7.268223,0,0,7.268223,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,8.0,RFn,2,527,TA,TA,Y,290,39,0,0,0,0,0,4,2009,WD,Normal,12.14950229404178
828,60,RL,4.234,10.264582712908352,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,42,42,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,GasA,TA,Y,SBrkr,7.056175,966,0,7.661998,0,1,2,1,3,1,TA,7,Min2,0,Gd,Attchd,42.0,Fin,2,538,TA,TA,Y,486,0,0,0,225,0,0,6,2009,WD,Abnorml,12.128111104060462
829,160,FV,3.178,7.841492924460013,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1,1,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,6.253829,623,80,7.109062,0,0,2,1,2,1,Gd,4,Typ,0,Gd,Detchd,1.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,0,7,2006,WD,Normal,11.900905258737373
830,20,RL,4.383,9.38429367909962,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,51,51,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,GasA,TA,Y,FuseA,7.238497,0,0,7.238497,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,51.0,RFn,2,458,TA,TA,Y,0,0,0,0,192,0,0,6,2008,WD,Normal,12.01974306733868
831,160,FV,3.4,8.064636475774222,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1,1,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,6.253829,600,80,7.090077,0,0,2,1,2,1,Gd,4,Typ,0,Gd,Detchd,1.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,0,6,2006,WD,Normal,11.925035115797062
832,60,RL,3.785,9.16408698745872,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,7,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,GasA,Ex,Y,SBrkr,6.8469434,888,0,7.5115247,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,7.0,RFn,2,613,TA,TA,Y,192,39,0,0,0,0,0,1,2010,WD,Normal,12.375815420117268
833,20,RL,4.605,9.21074029199751,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,45,45,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,GasA,TA,Y,SBrkr,7.3238306,0,0,7.3238306,0,0,1,1,3,1,TA,6,Typ,0,Gd,Attchd,45.0,RFn,2,472,TA,TA,Y,0,0,0,0,152,0,0,2,2009,WD,Normal,12.025749091398891
834,20,RL,4.316,8.971448463693834,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,47,47,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,GasA,Gd,Y,SBrkr,7.0422864,0,0,7.0422864,1,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,47.0,Unf,2,456,TA,TA,Y,0,0,0,0,0,0,0,9,2008,WD,Normal,11.8490404949436
835,20,RL,4.094,9.169518377455928,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,60,15,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,GasA,TA,Y,SBrkr,6.972606,0,0,6.972606,0,0,2,0,2,1,Gd,4,Min2,0,Gd,Attchd,14.0,Unf,2,436,TA,TA,Y,290,0,0,0,0,0,0,2,2010,WD,Normal,11.759785542901755
836,30,RM,4.5,8.99961934066053,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,59,34,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,GasA,Gd,Y,SBrkr,7.3518,0,0,7.3518,1,0,1,0,2,1,TA,5,Min2,0,Gd,Detchd,59.0,Unf,2,812,TA,TA,Y,0,116,230,0,0,0,0,6,2007,COD,Normal,11.941455846009388
837,160,RM,3.045,7.426549072397305,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,35,35,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,GasA,TA,Y,SBrkr,6.1800165,504,0,6.89467,1,0,1,1,2,1,TA,5,Typ,0,Gd,Detchd,35.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,0,11,2008,WD,Normal,11.512925464970229
838,20,RL,4.316,9.161675199994901,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,13,2,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,7.002156,0,0,7.002156,0,0,1,1,3,1,Gd,6,Typ,0,Gd,Attchd,9.0,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,0,6,2008,WD,Normal,11.877568578558138
839,50,RL,4.25,9.37305428246393,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,62,13,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,6.64379,432,0,7.090077,0,0,1,0,3,1,TA,6,Typ,0,Gd,Detchd,62.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD,Normal,11.779128505744886
840,70,RH,4.234,9.405495886750224,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,83,58,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,GasA,TA,N,SBrkr,6.6970344,672,0,7.301148,0,0,2,0,4,1,Fa,7,Typ,0,Gd,Detchd,74.0,Unf,1,400,TA,TA,P,0,0,254,0,0,0,0,3,2008,WD,Normal,11.84939770159144
841,70,RM,4.094,9.25339986143663,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,104,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,GasA,Gd,Y,SBrkr,6.8648477,581,0,7.338888,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,25.0,Unf,2,686,Gd,TA,P,70,78,68,0,0,0,0,6,2008,WD,Normal,11.967180737247824
842,80,RL,4.406,9.10719961305667,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,42,42,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,GasA,TA,Y,SBrkr,7.0604763,0,0,7.0604763,1,0,1,1,3,1,TA,6,Typ,0,Gd,Attchd,42.0,RFn,2,490,Gd,Gd,Y,0,129,0,0,0,0,0,5,2008,WD,Normal,12.071969661006694
843,90,RL,4.383,8.987196820661973,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,46,46,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,GasA,Ex,N,SBrkr,7.495542,0,0,7.495542,0,0,2,0,6,2,TA,10,Typ,0,Gd,Attchd,27.0,Unf,0,0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,11.856515169360305
844,50,RM,4.605,9.446597562435775,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,93,58,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,GasA,Gd,Y,SBrkr,6.7753663,540,0,7.2555914,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,59.0,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,0,6,2008,WD,Normal,11.94405831982697
845,85,RL,4.234,9.719985298994011,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,32,26,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,GasA,TA,Y,SBrkr,7.4389715,0,0,7.4389715,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,32.0,Fin,2,611,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,12.049418835484797
846,60,RL,4.316,9.139595967450425,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,16,16,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,GasA,Ex,Y,SBrkr,6.9137373,769,0,7.481556,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,16.0,Unf,2,425,TA,TA,Y,234,72,192,0,0,0,0,7,2009,WD,Normal,12.269047444691562
847,20,RL,3.584,9.650078074026442,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,37,37,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,GasA,Ex,Y,SBrkr,6.761573,0,0,6.761573,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,37.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,11.801856756822442
848,50,RL,4.316,10.727662995502477,Pave,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,100,11,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,GasA,TA,Y,SBrkr,7.17549,1051,0,7.765569,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,100.0,Unf,2,360,Fa,TA,Y,486,40,0,0,175,0,0,9,2008,WD,Normal,12.388394202324129
849,80,RL,4.383,9.169518377455928,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,31,13,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,GasA,Ex,Y,SBrkr,6.997596,761,0,7.52564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,31.0,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,0,8,2007,WD,Normal,12.138863895836725
850,120,RM,3.584,8.39728289474368,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,4,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,GasA,Ex,Y,SBrkr,6.742881,0,0,6.742881,1,0,1,0,1,1,Gd,3,Typ,0,Gd,Attchd,4.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,0,11,2007,WD,Normal,11.786762130599957
851,120,RL,4.234,8.069655306886165,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,3,3,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,GasA,Ex,Y,SBrkr,7.283448,0,0,7.283448,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,3.0,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,0,5,2006,WD,Normal,12.2783933071098
852,75,RL,3.97,8.871785969150645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,66,57,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,Y,SBrkr,6.8221974,728,0,7.4061036,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,66.0,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,0,8,2007,WD,Normal,12.007621706806335
853,80,RL,4.234,9.400547423044127,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,45,45,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,Y,SBrkr,7.2758646,0,0,7.2758646,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,45.0,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,0,8,2009,WD,Normal,11.970350312009105
854,20,RL,4.625,9.793672686528922,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,51,32,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,GasA,TA,Y,SBrkr,7.4838066,0,0,7.4838066,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,51.0,Unf,2,454,TA,TA,Y,0,418,0,0,312,0,0,7,2006,WD,Abnorml,12.043553716032399
855,20,RL,4.234,8.83884181343129,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,48,0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,GasA,Ex,Y,SBrkr,6.946976,0,0,6.946976,1,0,1,1,3,1,TA,6,Typ,0,Gd,Detchd,48.0,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,0,4,2010,WD,Normal,11.751942365440728
856,80,RL,4.234,9.302919553269277,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,30,30,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,Y,SBrkr,6.933423,0,0,6.933423,1,0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,27.0,Unf,2,576,TA,Fa,Y,0,0,34,0,0,0,0,10,2008,WD,Normal,11.898187865760873
857,60,RL,4.176,9.002701007197938,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,15,14,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,GasA,Gd,Y,SBrkr,6.5539336,779,0,7.3004727,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,15.0,Fin,2,343,TA,TA,Y,0,36,0,0,0,0,0,3,2009,WD,Normal,12.066810578196666
858,20,RL,4.383,9.249561085129464,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,33,33,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,GasA,TA,Y,SBrkr,7.222566,0,0,7.222566,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,33.0,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Family,11.931635799828413
859,60,RL,4.234,9.308283446306147,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,38,22,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,GasA,TA,Y,SBrkr,7.3211884,1142,0,7.8838234,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,38.0,Unf,2,619,TA,TA,Y,0,65,0,0,222,0,0,8,2006,WD,Normal,12.429216196844383
860,50,RL,4.008,8.941414628006845,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,89,9,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,GasA,Gd,Y,SBrkr,6.81564,514,0,7.2626286,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,82.0,Unf,1,216,TA,TA,Y,0,240,0,0,0,0,0,6,2007,WD,Normal,12.154516158615772
861,190,RL,4.316,9.360913230455557,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,45,45,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,GasA,Ex,Y,SBrkr,6.946014,0,0,6.946014,1,0,1,1,3,1,TA,6,Typ,0,Gd,Attchd,45.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,11.786762130599957
862,20,RL,4.395,9.176990392294629,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,26,25,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,GasA,TA,Y,SBrkr,7.0003343,0,0,7.0003343,0,0,2,0,3,1,TA,6,Typ,0,Gd,Attchd,24.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,11.931635799828413
863,20,RL,4.25,8.97853441008332,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,50,50,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,GasA,TA,Y,SBrkr,7.0457764,0,0,7.0457764,1,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,50.0,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,11.794337924408413
864,20,FV,4.277,9.064157861798101,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,GasA,Ex,Y,SBrkr,7.224025,0,0,7.224025,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,0.0,Fin,2,529,TA,TA,Y,0,140,0,0,0,0,0,5,2008,New,Partial,12.431533509799543
865,20,RL,4.234,9.07680897935166,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,39,39,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,Y,SBrkr,6.9097533,0,0,6.9097533,1,0,1,0,3,1,TA,5,Typ,0,Gd,Detchd,36.0,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,11.908340237224891
866,20,RL,4.203,9.273878392780171,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,1,0,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,GasA,Ex,Y,SBrkr,7.4061036,0,0,7.4061036,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,0.0,RFn,3,870,TA,TA,Y,192,80,0,0,0,0,0,11,2007,New,Partial,12.424806488355683
867,20,RL,4.44,8.84937050375457,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,46,46,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,0,108,1040,GasA,TA,Y,SBrkr,7.021084,0,0,7.021084,1,0,1,1,3,1,Fa,5,Typ,0,Gd,Attchd,46.0,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,400,5,2007,WD,Normal,11.76756768334381
868,60,RL,4.234,9.599811590329997,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,58,56,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,GasA,Gd,Y,SBrkr,7.344073,720,53,7.7493224,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,27.0,Unf,2,672,TA,TA,P,120,144,0,0,0,0,0,5,2006,WD,Normal,12.037653993905211
869,60,RL,4.383,9.204121072162266,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,17,16,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,0,300,1050,GasA,Ex,Y,SBrkr,6.9679093,887,0,7.575072,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,17.0,Fin,2,574,TA,TA,Y,156,90,0,0,0,0,0,6,2010,WD,Normal,12.371587084007746
870,20,RL,4.094,8.794824928014517,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,47,47,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,Gd,N,SBrkr,6.795706,0,0,6.795706,0,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,47.0,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,11.603679828238693
871,60,RL,4.25,9.07680897935166,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,12,12,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505,Unf,0,299,804,GasA,Ex,Y,SBrkr,6.689599,878,0,7.4277387,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,12.0,RFn,2,523,TA,TA,Y,0,77,0,0,0,0,0,6,2010,WD,Normal,12.20856952572876
872,20,RL,4.305,9.092907275084087,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,55,12,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,0,105,105,GasA,Gd,Y,SBrkr,6.8134446,0,0,6.8134446,0,0,1,0,3,1,Gd,5,Typ,0,Gd,Attchd,55.0,Unf,2,414,TA,TA,Y,196,0,150,0,0,0,0,10,2008,WD,Normal,11.661345470088502
